asparagus,"[0.6314600110054016, 0.08179699629545212, -1.17330002784729, -0.41835999488830566, 0.5741199851036072, 0.45500999689102173, 0.12845000624656677, 0.027514999732375145, -0.5598499774932861, -0.6882100105285645, -0.6760600209236145, 0.8503100275993347, 1.444000005722046, 0.8102700114250183, 0.5189300179481506, -0.17874999344348907, 0.4553999900817871, 0.10734999924898148, -0.09529399871826172, -0.7873899936676025, 0.4635699987411499, -1.1862000226974487, 1.4381999969482422, 0.31836000084877014, -0.43070998787879944, 0.3239099979400635, 1.3371000289916992, 0.8647500276565552, 0.9140700101852417, -0.6427099704742432, 0.5073999762535095, -0.20572000741958618, -0.7551699876785278, 1.2644000053405762, 0.395689994096756, 0.536080002784729, -1.2445000410079956, 0.9211500287055969, 0.6743299961090088, -1.1648000478744507, 0.013131000101566315, -0.14396999776363373, 0.4907500147819519, -0.5148900151252747, 1.5397000312805176, 0.06687799841165543, 1.4692000150680542, -0.5840399861335754, -0.31602001190185547, 0.583079993724823]"
avocado,"[0.07365600019693375, -0.9320200085639954, -0.9076499938964844, 0.5612300038337708, 0.6281999945640564, 0.2894800007343292, 0.030604999512434006, -0.09161499887704849, -0.5287700295448303, -0.15365999937057495, -0.9967100024223328, -0.32089000940322876, 1.4742000102996826, 0.17404000461101532, 0.09403599798679352, -0.9157299995422363, 0.14758999645709991, 0.5203400254249573, 0.9201300144195557, -1.0077999830245972, -0.4597499966621399, -1.5347000360488892, 0.731220006942749, -0.027417000383138657, -1.0088000297546387, 0.6946099996566772, -0.16309000551700592, 1.0650999546051025, 0.7684199810028076, -0.6900200247764587, 0.6823499798774719, -0.6062700152397156, -0.8080099821090698, 1.156499981880188, 0.19781999289989471, 0.5526700019836426, -1.4392000436782837, 0.4003100097179413, 1.6497000455856323, -0.8120599985122681, -0.8382499814033508, 0.0729219987988472, -0.21526999771595, -0.9028199911117554, 0.6401799917221069, 1.0397000312805176, 0.39800000190734863, -0.22253000736236572, 0.4407300055027008, 0.2749899923801422]"
bacon,"[0.29624998569488525, -0.10423000156879425, -0.9017699956893921, -1.273300051689148, 0.8977199792861938, 0.8071399927139282, -0.05633699893951416, -0.02582000009715557, -0.5960000157356262, -0.442440003156662, -0.8428800106048584, 0.9100900292396545, 0.7283499836921692, 0.165010005235672, 0.3266800045967102, -0.14722999930381775, 0.5890399813652039, -0.26287999749183655, -0.2860200107097626, -0.28685998916625977, 0.7850099802017212, -0.46487000584602356, 1.0599000453948975, -0.3055399954319, -0.20841999351978302, -0.5194900035858154, -0.31536000967025757, 0.5366600155830383, 0.5725899934768677, -0.13593000173568726, 0.8162199854850769, -0.7928500175476074, 0.13597999513149261, 0.7975999712944031, -0.05524199828505516, 0.34196001291275024, -0.04478500038385391, 1.0206999778747559, 0.9868500232696533, -0.007500200066715479, 0.8830000162124634, 0.8804799914360046, 0.21268999576568604, -0.9972900152206421, 0.8655099868774414, 1.2781000137329102, -0.2875699996948242, 0.1365399956703186, -0.6138399839401245, 0.845740020275116]"
baguette,"[0.5708100199699402, -1.0738999843597412, -0.39805999398231506, -0.9490900039672852, 0.9559900164604187, 0.3980900049209595, 0.42980000376701355, -0.3776800036430359, -1.0289000272750854, -0.2807199954986572, -0.017690999433398247, -0.4670099914073944, -0.09470900148153305, 0.5849999785423279, 0.09888199716806412, -0.9271500110626221, -0.324319988489151, 0.1248600035905838, 0.7900800108909607, -0.695169985294342, -0.1505099982023239, -0.2932499945163727, 0.3140900135040283, 0.501800000667572, -0.6603400111198425, 0.8881400227546692, -0.6768100261688232, 0.8451899886131287, 1.226699948310852, 0.29965001344680786, -0.04977500066161156, -0.0709180012345314, -1.273800015449524, 2.3801000118255615, -0.36574000120162964, 0.23212000727653503, -1.445099949836731, 1.170300006866455, 0.323529988527298, -0.6532700061798096, 1.3472000360488892, 0.15088999271392822, 0.3433000147342682, -1.2029000520706177, -0.49015000462532043, 0.25922998785972595, 0.851639986038208, -0.5220699906349182, -0.42983001470565796, -0.42625001072883606]"
baking mix,"[-0.527459979057312, 0.356036514043808, -0.26661449670791626, -0.18732349574565887, 0.4214699864387512, 0.4009050130844116, -0.23268519341945648, -0.14028999209403992, -0.15665999054908752, 0.16312500834465027, -0.35906049609184265, -0.4301949739456177, 0.7512350082397461, 0.6999449729919434, -0.6442649960517883, 0.005920000374317169, 0.3612000048160553, 0.34645000100135803, -0.13775599002838135, -0.9246900081634521, 1.0479650497436523, 0.2965250015258789, 1.5398499965667725, 0.44558998942375183, -0.34446999430656433, 0.22850050032138824, -0.8730350136756897, 0.5050150156021118, 1.6025500297546387, 0.006985001266002655, 2.218899965286255, 0.05237850174307823, -0.8104349970817566, 0.544564962387085, -0.15926499664783478, 0.45161497592926025, -0.9211900234222412, 1.1376770734786987, 0.873604953289032, -0.19019249081611633, 1.0954300165176392, -0.2880444824695587, -0.215876504778862, -0.10628999769687653, 0.3460649847984314, 0.9055999517440796, 0.4273449778556824, 0.12663200497627258, -0.16798150539398193, -0.011549994349479675]"
baking soda,"[-0.5587500333786011, 0.4231950044631958, -0.05016949772834778, -0.18372049927711487, 0.10428500175476074, 0.43301498889923096, -0.2407601922750473, -0.06971000134944916, 0.15601149201393127, 0.3293150067329407, -0.3869349956512451, -0.4566799998283386, 0.6732000112533569, 0.261555016040802, -0.4373895227909088, 0.19469499588012695, 0.24698999524116516, 0.7210050225257874, -0.2244499921798706, -1.160789966583252, 1.3935999870300293, -0.002039998769760132, 1.690999984741211, 0.3974449932575226, -0.7178800106048584, 0.12882500886917114, -0.48911499977111816, 0.9005399942398071, 1.4687000513076782, -0.022518500685691833, 1.2792000770568848, -0.0707165002822876, -0.9178500175476074, 1.0853999853134155, -0.25082850456237793, 0.13152000308036804, -0.8316850066184998, 1.319830060005188, 1.5530999898910522, -0.004369501024484634, 1.4036999940872192, -0.3640049695968628, -0.3953564763069153, 0.442205011844635, 0.5960500240325928, 0.7229599952697754, 0.08143499493598938, -0.11042799800634384, 0.08937498927116394, -0.35894501209259033]"
banana,"[-0.2552199959754944, -0.7524899840354919, -0.8665500283241272, 1.1196999549865723, 0.12886999547481537, 1.0120999813079834, -0.5724899768829346, -0.3622399866580963, 0.4434100091457367, -0.12211000174283981, 0.07352399826049805, 0.21387000381946564, 0.9674400091171265, -0.06861100345849991, 0.514519989490509, -0.05342499911785126, -0.21965999901294708, 0.2301200032234192, 1.0429999828338623, -0.7701600193977356, -0.16753000020980835, -1.0951999425888062, 0.2483700066804886, 0.2001899927854538, -0.40865999460220337, -0.4803699851036072, 0.10673999786376953, 0.5315999984741211, 1.1109999418258667, -0.19322000443935394, 1.4767999649047852, -0.5178300142288208, -0.7956900000572205, 1.7970999479293823, -0.3339200019836426, -0.14544999599456787, -1.5454000234603882, 0.013500000350177288, 0.10683999955654144, -0.3072200119495392, -0.5457199811935425, 0.38938000798225403, 0.2465900033712387, -0.8516600131988525, 0.5496600270271301, 0.8267899751663208, -0.6808099746704102, -0.7786399722099304, -0.028241999447345734, -0.828719973564148]"
banana blossom,"[-0.12123149633407593, -0.010755002498626709, -0.9920749664306641, 0.8264600038528442, 0.24764999747276306, 0.29546499252319336, -0.5554199814796448, -0.34454500675201416, 0.3851349949836731, 0.0612499974668026, -0.14560800790786743, 0.23155999183654785, 0.7577800154685974, -0.3781605064868927, 0.4470199942588806, 0.2535575032234192, -0.18804000318050385, 0.3733600080013275, 0.6992499828338623, -0.6331900358200073, 0.06685499846935272, -0.9155149459838867, 0.4529399871826172, 0.11758049577474594, -0.05312499403953552, 0.01887500286102295, 0.009290497750043869, 0.58986496925354, 0.6599449515342712, -0.5970600247383118, 1.153554916381836, -0.04818001389503479, -0.7069250345230103, 1.0268399715423584, -0.24879500269889832, -0.14250999689102173, -1.2296149730682373, -0.06694499403238297, 0.14280501008033752, -0.5248950123786926, -0.7705650329589844, -0.10526998341083527, -0.7463549971580505, -0.7560399770736694, 0.6306750178337097, 0.38927048444747925, 0.1679450273513794, -1.055169939994812, -0.2763960063457489, -0.5105249881744385]"
banana leaf,"[-0.22367000579833984, -0.08129000663757324, -0.44150152802467346, 0.8367699384689331, 0.39399001002311707, 1.0218499898910522, -0.5652799606323242, -0.5741299986839294, 0.5187299847602844, -0.4261949956417084, 0.06864999979734421, 0.2834849953651428, 0.8398699760437012, -0.2260655015707016, 0.18590499460697174, -0.0652720034122467, -0.29747000336647034, 0.32449501752853394, 0.39363497495651245, -1.0399800539016724, -0.5758399963378906, -1.5264499187469482, 0.6093550324440002, -0.08146000653505325, -0.42463499307632446, -0.3595750033855438, 0.27102500200271606, 1.0062000751495361, 0.8852249383926392, -0.49042999744415283, 1.5991499423980713, -0.4747450053691864, -0.36280950903892517, 0.8698599934577942, -0.20829850435256958, 0.2354849874973297, -1.0262399911880493, 0.0711899995803833, 0.33596500754356384, -0.496815025806427, -0.22223499417304993, -0.12036500871181488, -0.32673999667167664, -0.47213801741600037, 0.8467800617218018, 0.5237500071525574, -0.0001100003719329834, -0.6157249808311462, -0.14450599253177643, -0.737089991569519]"
basil,"[0.7613499760627747, 0.5143799781799316, -1.0542000532150269, -0.3390200138092041, 1.4234999418258667, 0.21980999410152435, 0.24063000082969666, 0.3718299865722656, -1.8178999423980713, -0.3012399971485138, -0.5155400037765503, 1.6601999998092651, 0.4197700023651123, -0.821690022945404, -0.018459999933838844, -0.470550000667572, -0.38811999559402466, 0.4049000144004822, -0.25376999378204346, -0.2481900006532669, -0.1720699965953827, -0.425929993391037, 0.9974200129508972, -0.26662999391555786, -0.4325200021266937, 0.3231300115585327, 0.7308099865913391, 0.5496799945831299, 0.11853999644517899, 0.0561240017414093, 0.6265599727630615, -0.3219600021839142, -0.04255799949169159, 0.5337499976158142, 0.08072400093078613, 1.0461000204086304, -0.9571599960327148, 0.30160000920295715, 1.232300043106079, -0.5150399804115295, 1.1686999797821045, 0.6310399770736694, -0.8279299736022949, -1.2458000183105469, 0.9732199907302856, 1.9466999769210815, -0.21774999797344208, -0.03432999923825264, -0.42928001284599304, -0.18953999876976013]"
bay leaf,"[0.13561999797821045, 0.8793050050735474, -0.19210650026798248, 0.6237499713897705, -0.007310003042221069, 0.055990010499954224, -1.0406850576400757, -0.06946000456809998, 0.4165499806404114, -0.5231449604034424, -0.33956199884414673, 0.5169750452041626, 0.7651950120925903, -0.11840500682592392, -0.5915549993515015, -0.055142998695373535, -0.018710002303123474, 0.06610500812530518, -0.9618149995803833, -0.20171001553535461, -0.6295999884605408, -1.175034999847412, 0.6664400100708008, -0.23801499605178833, -0.6009399890899658, -0.8607900142669678, 0.7189549803733826, 1.1263600587844849, 0.7116700410842896, -0.7972049713134766, 1.9470500946044922, -0.39522498846054077, 0.15206050872802734, -0.20622499287128448, 0.2741614878177643, 0.27262449264526367, -0.33803001046180725, -0.16169500350952148, 0.525629997253418, -0.42175501585006714, -0.06924000382423401, -0.3327075242996216, -0.20970501005649567, 0.050922002643346786, 0.37806999683380127, 0.29061999917030334, 0.24524497985839844, -0.6457949876785278, -0.029594995081424713, -0.27228501439094543]"
bean,"[-0.16440999507904053, -0.6392999887466431, -0.4753499925136566, 0.5213599801063538, 0.796180009841919, 0.17831000685691833, -0.6958699822425842, -0.45653000473976135, 0.0379129983484745, 0.0970890000462532, -0.17562000453472137, 0.6536099910736084, 0.6701200008392334, -0.022461000829935074, 0.5547900199890137, 0.0788009986281395, 0.04849399998784065, -0.021313000470399857, -0.13468000292778015, -0.5169600248336792, -0.025381000712513924, -0.8085600137710571, 1.1516000032424927, 0.02805200032889843, -0.3163999915122986, -0.17876000702381134, 0.01384699996560812, 0.30098000168800354, 0.7282199859619141, -0.41811999678611755, 1.0932999849319458, -0.6834800243377686, -0.5603100061416626, 0.990909993648529, 0.3798699975013733, 0.24428999423980713, -0.8764399886131287, 0.5473700165748596, 0.7898399829864502, -0.3207300007343292, 0.1777700036764145, 0.8993800282478333, -0.9071400165557861, -0.6942399740219116, 1.1986000537872314, 0.44606998562812805, 0.3594900071620941, -0.9542099833488464, 0.0348609983921051, 0.6481000185012817]"
bean curd,"[-0.0013649985194206238, -0.7581750154495239, -0.6253049969673157, 0.4657449722290039, 0.3776409924030304, 0.6087050437927246, -0.4125549793243408, -0.2631800174713135, -0.14951349794864655, 0.40529948472976685, -0.0015600025653839111, 0.5274199843406677, 0.85930997133255, -0.041201502084732056, 0.3001575171947479, 0.18791550397872925, 0.13004200160503387, -0.052203498780727386, 0.39117997884750366, -0.5686650276184082, 0.12646950781345367, -1.0021799802780151, 1.191100001335144, 0.30881598591804504, -0.2851250171661377, 0.3575100004673004, 0.24441349506378174, 0.6285200119018555, 0.645164966583252, -0.32361000776290894, 0.6174200177192688, -0.6899449825286865, -0.3996350169181824, 0.9984049797058105, 0.1567240059375763, 0.2250950038433075, -0.8694300055503845, 0.8673850297927856, 1.091670036315918, -0.2653149962425232, 0.4579299986362457, 0.7170400023460388, -1.0054199695587158, -0.6139699816703796, 0.966385006904602, 0.5305050015449524, 0.3436700105667114, -0.6645449995994568, 0.33845049142837524, 0.2973320186138153]"
bean sprout,"[0.3902750015258789, -0.30077898502349854, -0.09040500223636627, 0.008989989757537842, 0.19893001019954681, 0.12814100086688995, -0.7683749794960022, -0.5162000060081482, -0.30847349762916565, -0.14110051095485687, -0.22117000818252563, 0.2952674925327301, 0.5996899604797363, 0.35935449600219727, 0.3814000189304352, 0.6205005049705505, 0.07913199812173843, 0.12053849548101425, 0.24489499628543854, -0.3101850152015686, 0.13246950507164001, -0.8774600028991699, 0.9921450018882751, 0.28896600008010864, -0.1451919972896576, 0.31698501110076904, 0.058133501559495926, 0.5469099879264832, 0.6043699979782104, -0.6071799993515015, 0.6791049838066101, -0.05559501051902771, -0.24091050028800964, 0.34389999508857727, -0.2857449948787689, 0.3386499881744385, -0.8108550310134888, 0.42633500695228577, 0.6039749979972839, -0.42488497495651245, -0.13929998874664307, 0.08617502450942993, -0.7391700148582458, -0.5368199944496155, 1.2688000202178955, 0.518934965133667, 0.4988250136375427, -0.7500100135803223, -0.3225744962692261, 0.3671945035457611]"
beef,"[-0.2618899941444397, -1.521299958229065, -1.5181000232696533, -0.3647899925708771, 0.2423900067806244, 0.7362599968910217, -0.18910999596118927, -0.2806299924850464, 1.2546000480651855, -0.2511900067329407, 0.36928999423980713, 0.10694000124931335, 1.3151999711990356, 0.11213000118732452, 0.9441900253295898, 0.8962000012397766, 0.009738200344145298, -0.022398000583052635, 0.06520300358533859, 0.033702999353408813, 0.7823600172996521, -1.2157000303268433, 0.8311300277709961, 0.08147799968719482, -0.9610400199890137, -1.4569000005722046, 0.7359799742698669, 0.8359000086784363, 0.7244700193405151, -0.11657000333070755, 2.0725998878479004, 0.22513000667095184, 0.011926000006496906, 1.6829999685287476, -0.2807700037956238, -0.22081999480724335, -0.0239499993622303, 0.6757199764251709, 0.18522000312805176, -0.4144900143146515, -0.24195000529289246, 0.20385000109672546, 0.6998500227928162, -0.24188999831676483, 1.8221999406814575, 1.2558000087738037, -0.42142000794410706, 1.082800030708313, -0.44898998737335205, 0.3188999891281128]"
beer,"[-0.6482800245285034, 0.4161800146102905, -0.8316400051116943, -0.059151001274585724, 0.579289972782135, -0.042837999761104584, -1.0123000144958496, -0.5916399955749512, 0.5029199719429016, 0.8997200131416321, 0.5125799775123596, 0.10851000249385834, 0.2982800006866455, -0.11400000005960464, 1.0161000490188599, 0.267410010099411, 0.27577999234199524, 0.8853499889373779, -0.8769099712371826, -1.492799997329712, 1.0054999589920044, -0.6437100172042847, 0.6386299729347229, 0.9015300273895264, -0.9574900269508362, -0.9628999829292297, -0.7382500171661377, 0.9779199957847595, 0.9968900084495544, 0.2924700081348419, 1.3382999897003174, 0.9275299906730652, -0.30333998799324036, 1.4990999698638916, -0.2924000024795532, -0.643809974193573, -0.7287600040435791, 0.6857399940490723, 0.4240100085735321, 0.8916900157928467, 0.8124399781227112, 0.7030799984931946, -0.7290599942207336, 0.32166001200675964, 0.7845399975776672, 0.5932300090789795, -1.0382000207901, -0.37696000933647156, -0.12020999938249588, -0.32618001103401184]"
beet,"[-0.4802500009536743, -1.0476000308990479, -0.7573000192642212, 0.18817000091075897, -0.175819993019104, 0.6017500162124634, -0.1262200027704239, -0.16443000733852386, -0.02688400074839592, -0.3689599931240082, 0.36041000485420227, 0.11486999690532684, 1.0456000566482544, -0.5398300290107727, 0.03949800133705139, -0.32023000717163086, 0.16450999677181244, 1.2381000518798828, 0.6204299926757812, -0.7532600164413452, -0.37599998712539673, -1.7508000135421753, 0.6299300193786621, -0.17438000440597534, -0.26794999837875366, 0.08782099932432175, -0.05837099999189377, 0.3514299988746643, 0.9983699917793274, 0.1526000052690506, 0.49199000000953674, -0.047269999980926514, -0.6622499823570251, 1.2366000413894653, 0.10852000117301941, 0.6532800197601318, -1.465000033378601, 0.6841899752616882, 1.0891000032424927, 0.06739600002765656, -0.692799985408783, -0.0892840027809143, -0.5229300260543823, -0.8451200127601624, 1.3845000267028809, 0.22573000192642212, 0.26225998997688293, -0.30792999267578125, -0.05836400017142296, -0.027490999549627304]"
